date,hour,order_id,user_id,financial_status,lineitem_sku,lineitem_name,lineitem_variant,color,genero,categoria,lineitem_quantity,lineitem_price,lineitem_total,lineitem_compare_at_price,lineitem_discount,lineitem_percent_discount,range_discount,discount_filter,con_descuento_items,sin_descuento_items
2023-07-30,19,WAIRA-10731,domenechalba@yahoo.com,paid,BLUS-MAT-MAR-M,Blusa Mateo Hombre,M,Marrón,Hombre,Blusa,1,186.77,186.77,222.09,35.0,15.9,Descuento entre 10% y 20%,Con descuento,1,0
2023-07-02,18,WAIRA-10732,lourdesaguilo@gmail.com,paid,SHOR-CAM-VER-XL,Short Camila Mujer,XL,Verde,Mujer,Short,1,89.19,89.19,121.1,32.0,26.35,Descuento entre 20% y 30%,Con descuento,1,0
2024-05-16,9,WAIRA-10733,laura25@gmail.com,paid,POLE-MIG-AZU-S,Polera Miguel Hombre,S,Azul Marino,Hombre,Polera,1,96.39,96.39,116.18,20.0,17.03,Descuento entre 10% y 20%,Con descuento,1,0
2024-09-05,17,WAIRA-10735,zberrocal@benet.com,paid,CAMI-PED-AZU-M,Camisa Pedro Hombre,M,Azul,Hombre,Camisa,1,199.68,199.68,226.86,27.0,11.98,Descuento entre 10% y 20%,Con descuento,1,0
2023-01-19,23,WAIRA-10738,concepcion70@pina-nogueira.es,paid,BLUS-VAL-AZU-M,Blusa Valeria Mujer,M,Azul,Mujer,Blusa,1,147.86,147.86,191.84,44.0,22.93,Descuento entre 20% y 30%,Con descuento,1,0
2023-01-19,23,WAIRA-10738,concepcion70@pina-nogueira.es,paid,FALD-DAN-ROS-L,Falda Daniela Mujer,L,Rosado,Mujer,Falda,1,115.26,115.26,157.56,42.0,26.85,Descuento entre 20% y 30%,Con descuento,1,0
2023-01-19,23,WAIRA-10738,concepcion70@pina-nogueira.es,paid,SHOR-VAL-AZU-M,Short Valeria Mujer,M,Azul Marino,Mujer,Short,1,168.66,168.66,190.66,22.0,11.54,Descuento entre 10% y 20%,Con descuento,1,0
2024-10-29,20,WAIRA-10739,navarronerea@morcillo.es,paid,CASA-DAN-CEL-M,Casaca Daniela Mujer,M,Celeste,Mujer,Casaca,1,113.92,113.92,152.67,39.0,25.38,Descuento entre 20% y 30%,Con descuento,1,0
2024-10-29,20,WAIRA-10739,navarronerea@morcillo.es,paid,POLE-MAT-ROS-XS,Polera Mateo Hombre,XS,Rosado,Hombre,Polera,1,138.11,138.11,187.66,50.0,26.4,Descuento entre 20% y 30%,Con descuento,1,0
2024-03-16,17,WAIRA-10740,stomas@gmail.com,paid,POLE-TEL-AZU-XL,Polera Telmo,XL,Azul Marino,Unisex,Polera,3,145.86,437.58,188.98,43.0,22.82,Descuento entre 20% y 30%,Con descuento,3,0
2024-03-16,17,WAIRA-10740,stomas@gmail.com,paid,FALD-AND-GRI-L,Falda Andrea Mujer,L,Gris,Mujer,Falda,1,169.59,169.59,228.79,59.0,25.88,Descuento entre 20% y 30%,Con descuento,1,0
2023-03-29,22,WAIRA-10743,emendizabal@galan.org,paid,FALD-HAR-NEG-S,Falda Haroldo,S,Negro,Unisex,Falda,3,125.3,375.9,183.95,59.0,31.88,Descuento entre 30% y 40%,Con descuento,3,0
2023-03-29,22,WAIRA-10743,emendizabal@galan.org,paid,POLE-OLI-AZU-S,Polera Olimpia,S,Azul,Unisex,Polera,1,131.57,131.57,159.34,28.0,17.43,Descuento entre 10% y 20%,Con descuento,1,0
2023-03-29,22,WAIRA-10743,emendizabal@galan.org,paid,SHOR-PED-ROJ-XS,Short Pedro Hombre,XS,Rojo,Hombre,Short,1,197.14,197.14,237.68,41.0,17.06,Descuento entre 10% y 20%,Con descuento,1,0
2024-04-07,18,WAIRA-10744,ligialarrea@sanmiguel.es,paid,BLUS-AND-MAR-M,Blusa Andrés Hombre,M,Marrón,Hombre,Blusa,2,111.98,223.96,133.57,22.0,16.16,Descuento entre 10% y 20%,Con descuento,2,0
2024-12-27,14,WAIRA-10745,qfernandez@sanmartin-riquelme.es,paid,VEST-DAN-AZU-XS,Vestido Daniela Mujer,XS,Azul Marino,Mujer,Vestido,1,82.82,82.82,109.42,27.0,24.31,Descuento entre 20% y 30%,Con descuento,1,0
2023-04-30,18,WAIRA-10748,delgadonayara@sala-valderrama.es,pending,CHOM-LUC-AZU-M,Chompa Lucía Mujer,M,Azul,Mujer,Chompa,1,111.15,111.15,138.6,27.0,19.81,Descuento entre 20% y 30%,Con descuento,1,0
2024-12-19,8,WAIRA-10749,lolasanchez@rebollo-gracia.com,paid,VEST-EUT-AZU-XL,Vestido Eutropio,XL,Azul Marino,Unisex,Vestido,1,180.03,180.03,224.88,45.0,19.94,Descuento entre 20% y 30%,Con descuento,1,0
2024-12-19,8,WAIRA-10749,lolasanchez@rebollo-gracia.com,paid,CHOM-LIG-CEL-M,Chompa Ligia,M,Celeste,Unisex,Chompa,1,191.14,191.14,221.91,31.0,13.87,Descuento entre 10% y 20%,Con descuento,1,0
2023-08-14,12,WAIRA-10750,vespanol@yahoo.com,paid,SHOR-SOF-MAR-M,Short Sofía Mujer,M,Marrón,Mujer,Short,1,87.1,87.1,127.1,40.0,31.47,Descuento entre 30% y 40%,Con descuento,1,0
2024-12-28,4,WAIRA-10751,noemirosa@rocha.com,paid,CASA-JUA-AZU-M,Casaca Juanito,M,Azul,Unisex,Casaca,1,193.22,193.22,210.91,18.0,8.39,Sin descuento,Con descuento,1,0
2023-08-28,20,WAIRA-10752,alonsodesiderio@coll.org,paid,VEST-MAT-BLA-M,Vestido Mateo Hombre,M,Blanco,Hombre,Vestido,1,118.46,118.46,149.74,31.0,20.89,Descuento entre 20% y 30%,Con descuento,1,0
2024-03-17,4,WAIRA-10753,emaamaya@hotmail.com,paid,FALD-LUI-VER-M,Falda Luis Hombre,M,Verde,Hombre,Falda,3,116.82,350.46,130.34,14.0,10.37,Descuento entre 10% y 20%,Con descuento,3,0
2023-12-21,9,WAIRA-10754,fidela88@navarrete.es,paid,FALD-DAN-NEG-XS,Falda Daniela Mujer,XS,Negro,Mujer,Falda,1,128.26,128.26,154.08,26.0,16.76,Descuento entre 10% y 20%,Con descuento,1,0
2023-12-21,9,WAIRA-10754,fidela88@navarrete.es,paid,SHOR-MIG-CEL-XL,Short Miguel Hombre,XL,Celeste,Hombre,Short,1,144.29,144.29,202.34,58.0,28.69,Descuento entre 20% y 30%,Con descuento,1,0
2023-12-21,9,WAIRA-10754,fidela88@navarrete.es,paid,FALD-NIC-GRI-M,Falda Nicolás,M,Gris,Unisex,Falda,1,106.61,106.61,142.14,36.0,25.0,Descuento entre 20% y 30%,Con descuento,1,0
2023-12-30,21,WAIRA-10755,gmontenegro@hotmail.com,paid,POLE-VAL-MAR-XS,Polera Valeria Mujer,XS,Marrón,Mujer,Polera,1,170.12,170.12,229.29,59.0,25.81,Descuento entre 20% y 30%,Con descuento,1,0
2023-12-30,21,WAIRA-10755,gmontenegro@hotmail.com,paid,FALD-JUA-VER-L,Falda Juan Hombre,L,Verde,Hombre,Falda,1,142.84,142.84,159.46,17.0,10.42,Descuento entre 10% y 20%,Con descuento,1,0
2023-12-30,21,WAIRA-10755,gmontenegro@hotmail.com,paid,SHOR-OBD-AZU-M,Short Obdulia,M,Azul,Unisex,Short,1,82.76,82.76,122.68,40.0,32.54,Descuento entre 30% y 40%,Con descuento,1,0
2024-06-08,3,WAIRA-10756,vito53@cabanillas.es,paid,SHOR-MAT-CEL-XS,Short Mateo Hombre,XS,Celeste,Hombre,Short,1,160.46,160.46,173.06,13.0,7.28,Sin descuento,Con descuento,1,0
2024-06-08,3,WAIRA-10756,vito53@cabanillas.es,paid,POLE-PED-BEI-XL,Polera Pedro Hombre,XL,Beige,Hombre,Polera,3,189.25,567.75,232.84,44.0,18.72,Descuento entre 10% y 20%,Con descuento,3,0
2024-06-08,3,WAIRA-10756,vito53@cabanillas.es,paid,VEST-AND-AZU-M,Vestido Andrés Hombre,M,Azul,Hombre,Vestido,1,120.15,120.15,131.35,11.0,8.53,Sin descuento,Con descuento,1,0
2023-05-11,9,WAIRA-10757,mplanas@hotmail.com,paid,PANT-CAR-ROS-XS,Pantalón Carla Mujer,XS,Rosado,Mujer,Pantalón,1,179.97,179.97,206.8,27.0,12.97,Descuento entre 10% y 20%,Con descuento,1,0
2024-08-12,0,WAIRA-10758,constanzacarlos@gmail.com,paid,SHOR-AND-VER-XS,Short Andrés Hombre,XS,Verde,Hombre,Short,1,155.96,155.96,167.14,11.0,6.69,Sin descuento,Con descuento,1,0
2024-08-12,0,WAIRA-10758,constanzacarlos@gmail.com,paid,BLUS-ABE-ROS-XS,Blusa Abel,XS,Rosado,Unisex,Blusa,1,128.57,128.57,164.12,36.0,21.66,Descuento entre 20% y 30%,Con descuento,1,0
2023-09-16,19,WAIRA-10759,amillan@yahoo.com,paid,VEST-MAX-BLA-XS,Vestido Maxi,XS,Blanco,Unisex,Vestido,1,85.8,85.8,124.44,39.0,31.05,Descuento entre 30% y 40%,Con descuento,1,0
2023-09-16,19,WAIRA-10759,amillan@yahoo.com,paid,POLO-VAL-AZU-M,Polo Valeria Mujer,M,Azul Marino,Mujer,Polo,1,124.72,124.72,164.9,40.0,24.37,Descuento entre 20% y 30%,Con descuento,1,0
2023-03-18,2,WAIRA-10760,casadomarisela@gmail.com,paid,CHOM-LUI-BEI-L,Chompa Luis Hombre,L,Beige,Hombre,Chompa,1,166.22,166.22,208.72,43.0,20.36,Descuento entre 20% y 30%,Con descuento,1,0
2023-03-18,2,WAIRA-10760,casadomarisela@gmail.com,paid,POLO-FER-ROS-M,Polo Fernanda Mujer,M,Rosado,Mujer,Polo,1,113.86,113.86,152.39,39.0,25.28,Descuento entre 20% y 30%,Con descuento,1,0
2023-05-04,23,WAIRA-10761,florindarocha@rivero-perez.es,paid,CASA-CAR-ROJ-M,Casaca Carlos Hombre,M,Rojo,Hombre,Casaca,1,146.04,146.04,159.85,14.0,8.64,Sin descuento,Con descuento,1,0
2023-04-18,18,WAIRA-10762,perezsaturnino@silva.es,paid,CAMI-CAR-ROJ-XL,Camisa Carla Mujer,XL,Rojo,Mujer,Camisa,1,133.91,133.91,190.93,57.0,29.86,Descuento entre 30% y 40%,Con descuento,1,0
2023-12-13,6,WAIRA-10763,kikegallo@gmail.com,paid,CASA-CAR-GRI-S,Casaca Carlito,S,Gris,Unisex,Casaca,1,88.23,88.23,128.35,40.0,31.26,Descuento entre 30% y 40%,Con descuento,1,0
2023-12-13,6,WAIRA-10763,kikegallo@gmail.com,paid,CASA-AND-NEG-XL,Casaca Andrés Hombre,XL,Negro,Hombre,Casaca,3,113.89,341.67,142.04,28.0,19.82,Descuento entre 20% y 30%,Con descuento,3,0
2023-12-13,6,WAIRA-10763,kikegallo@gmail.com,paid,SACO-CAR-ROJ-XL,Saco Carlos Hombre,XL,Rojo,Hombre,Saco,1,129.74,129.74,158.58,29.0,18.19,Descuento entre 10% y 20%,Con descuento,1,0
2023-12-17,16,WAIRA-10764,fidelpaz@agusti.es,paid,SACO-LUI-BLA-L,Saco Luis Hombre,L,Blanco,Hombre,Saco,1,116.92,116.92,147.75,31.0,20.87,Descuento entre 20% y 30%,Con descuento,1,0
2023-12-17,16,WAIRA-10764,fidelpaz@agusti.es,paid,FALD-CEC-BLA-S,Falda Cecilia,S,Blanco,Unisex,Falda,1,136.14,136.14,152.01,16.0,10.44,Descuento entre 10% y 20%,Con descuento,1,0
2023-04-04,10,WAIRA-10765,ecarro@llado.org,pending,POLE-IVÁ-ROJ-M,Polera Iván,M,Rojo,Unisex,Polera,1,96.28,96.28,109.92,14.0,12.41,Descuento entre 10% y 20%,Con descuento,1,0
2023-04-04,10,WAIRA-10765,ecarro@llado.org,pending,BLUS-AND-GRI-M,Blusa Andrea Mujer,M,Gris,Mujer,Blusa,1,150.76,150.76,175.57,25.0,14.13,Descuento entre 10% y 20%,Con descuento,1,0
2023-04-04,10,WAIRA-10765,ecarro@llado.org,pending,BLUS-PED-VER-XS,Blusa Pedro Hombre,XS,Verde,Hombre,Blusa,1,199.97,199.97,241.1,41.0,17.06,Descuento entre 10% y 20%,Con descuento,1,0
2024-05-02,17,WAIRA-10766,abascaleloy@moliner-martinez.com,paid,CASA-LUC-ROS-XS,Casaca Luciana,XS,Rosado,Unisex,Casaca,1,124.26,124.26,182.15,58.0,31.78,Descuento entre 30% y 40%,Con descuento,1,0
2024-02-11,10,WAIRA-10768,rroyo@hotmail.com,paid,CAMI-MAT-NEG-L,Camisa Mateo Hombre,L,Negro,Hombre,Camisa,1,117.7,117.7,129.76,12.0,9.29,Descuento entre 10% y 20%,Con descuento,1,0
2024-10-27,18,WAIRA-10769,dnebot@gmail.com,paid,BLUS-ELI-NEG-M,Blusa Eliana,M,Negro,Unisex,Blusa,1,153.29,153.29,184.0,31.0,16.69,Descuento entre 10% y 20%,Con descuento,1,0
2024-10-27,18,WAIRA-10769,dnebot@gmail.com,paid,PANT-AND-MAR-XS,Pantalón Andrés Hombre,XS,Marrón,Hombre,Pantalón,1,144.16,144.16,200.84,57.0,28.22,Descuento entre 20% y 30%,Con descuento,1,0
2024-10-27,18,WAIRA-10769,dnebot@gmail.com,paid,PANT-DAN-BLA-M,Pantalón Daniela Mujer,M,Blanco,Mujer,Pantalón,1,97.36,97.36,135.77,38.0,28.29,Descuento entre 20% y 30%,Con descuento,1,0
2023-06-22,6,WAIRA-10770,maribelruano@reig.com,paid,POLE-MIG-NEG-M,Polera Miguel Hombre,M,Negro,Hombre,Polera,1,141.01,141.01,151.97,11.0,7.21,Sin descuento,Con descuento,1,0
2023-01-20,23,WAIRA-10773,nicolasnatalia@yahoo.com,paid,POLO-CAR-ROS-M,Polo Carlos Hombre,M,Rosado,Hombre,Polo,1,185.75,185.75,219.64,34.0,15.43,Descuento entre 10% y 20%,Con descuento,1,0
2023-07-12,22,WAIRA-10774,xarevalo@hotmail.com,paid,FALD-PED-AZU-M,Falda Pedro Hombre,M,Azul Marino,Hombre,Falda,1,94.74,94.74,144.94,50.0,34.64,Descuento entre 30% y 40%,Con descuento,1,0
2023-07-12,22,WAIRA-10774,xarevalo@hotmail.com,paid,SACO-DIE-BLA-XL,Saco Diego Hombre,XL,Blanco,Hombre,Saco,1,157.59,157.59,196.78,39.0,19.92,Descuento entre 20% y 30%,Con descuento,1,0
2024-03-09,18,WAIRA-10776,noemivargas@otero-ferrandiz.com,paid,POLE-VAL-VER-XS,Polera Valeria Mujer,XS,Verde,Mujer,Polera,1,183.24,183.24,233.69,50.0,21.59,Descuento entre 20% y 30%,Con descuento,1,0
2024-03-09,18,WAIRA-10776,noemivargas@otero-ferrandiz.com,paid,FALD-MAR-CEL-XL,Falda María José,XL,Celeste,Unisex,Falda,1,138.37,138.37,170.48,32.0,18.84,Descuento entre 10% y 20%,Con descuento,1,0
2024-05-24,18,WAIRA-10777,emiliana24@pinol.es,paid,SACO-PED-AZU-M,Saco Pedro Hombre,M,Azul,Hombre,Saco,1,175.76,175.76,215.24,39.0,18.34,Descuento entre 10% y 20%,Con descuento,1,0
2024-05-24,18,WAIRA-10777,emiliana24@pinol.es,paid,BLUS-PAS-CEL-M,Blusa Pastora,M,Celeste,Unisex,Blusa,1,108.26,108.26,143.43,35.0,24.52,Descuento entre 20% y 30%,Con descuento,1,0
2023-08-21,16,WAIRA-10779,utomas@batalla-bermudez.org,pending,VEST-ROM-AZU-XL,Vestido Román,XL,Azul,Unisex,Vestido,1,95.95,95.95,131.64,36.0,27.11,Descuento entre 20% y 30%,Con descuento,1,0
2023-08-21,16,WAIRA-10779,utomas@batalla-bermudez.org,pending,CAMI-CAM-AZU-M,Camisa Camila Mujer,M,Azul,Mujer,Camisa,1,110.59,110.59,140.08,29.0,21.05,Descuento entre 20% y 30%,Con descuento,1,0
2023-08-21,16,WAIRA-10779,utomas@batalla-bermudez.org,pending,CHOM-SOF-MAR-M,Chompa Sofía,M,Marrón,Unisex,Chompa,1,181.1,181.1,225.02,44.0,19.52,Descuento entre 20% y 30%,Con descuento,1,0
2023-07-29,19,WAIRA-10780,cobosfelix@gmail.com,paid,FALD-AND-BEI-XL,Falda Andrea Mujer,XL,Beige,Mujer,Falda,1,195.51,195.51,228.14,33.0,14.3,Descuento entre 10% y 20%,Con descuento,1,0
2023-12-19,15,WAIRA-10783,vpenalver@maestre.org,paid,PANT-JUL-VER-L,Pantalón Julieta,L,Verde,Unisex,Pantalón,1,138.65,138.65,192.92,54.0,28.13,Descuento entre 20% y 30%,Con descuento,1,0
2023-12-19,15,WAIRA-10783,vpenalver@maestre.org,paid,POLO-ALE-AZU-M,Polo Alejandro,M,Azul,Unisex,Polo,1,112.86,112.86,172.57,60.0,34.6,Descuento entre 30% y 40%,Con descuento,1,0
2023-02-25,12,WAIRA-10785,bejaranomanu@sanmartin.com,paid,POLE-DAN-MAR-M,Polera Dan,M,Marrón,Unisex,Polera,1,99.86,99.86,129.19,29.0,22.7,Descuento entre 20% y 30%,Con descuento,1,0
2023-02-25,12,WAIRA-10785,bejaranomanu@sanmartin.com,paid,VEST-MIG-VER-M,Vestido Miguel Hombre,M,Verde,Hombre,Vestido,1,170.97,170.97,203.08,32.0,15.81,Descuento entre 10% y 20%,Con descuento,1,0
2024-07-07,5,WAIRA-10786,llamasgerman@yahoo.com,paid,VEST-TEC-MAR-XS,Vestido Tecla,XS,Marrón,Unisex,Vestido,1,154.16,154.16,200.22,46.0,23.0,Descuento entre 20% y 30%,Con descuento,1,0
2024-07-07,5,WAIRA-10786,llamasgerman@yahoo.com,paid,CAMI-LUC-AZU-L,Camisa Lucía Mujer,L,Azul Marino,Mujer,Camisa,1,115.09,115.09,163.33,48.0,29.54,Descuento entre 30% y 40%,Con descuento,1,0
2024-01-31,13,WAIRA-10787,cayetano16@olmo-serna.es,paid,CAMI-DAN-AZU-L,Camisa Daniela Mujer,L,Azul,Mujer,Camisa,1,178.19,178.19,202.3,24.0,11.92,Descuento entre 10% y 20%,Con descuento,1,0
2024-01-31,13,WAIRA-10787,cayetano16@olmo-serna.es,paid,SHOR-PED-AZU-XS,Short Pedro Hombre,XS,Azul,Hombre,Short,2,196.01,392.02,234.3,38.0,16.34,Descuento entre 10% y 20%,Con descuento,2,0
2024-01-31,13,WAIRA-10787,cayetano16@olmo-serna.es,paid,SHOR-LUC-VER-M,Short Lucía Mujer,M,Verde,Mujer,Short,1,99.67,99.67,117.78,18.0,15.38,Descuento entre 10% y 20%,Con descuento,1,0
2024-10-08,7,WAIRA-10788,zbenitez@gmail.com,paid,SACO-LEA-NEG-S,Saco Leandra,S,Negro,Unisex,Saco,1,190.79,190.79,227.45,37.0,16.12,Descuento entre 10% y 20%,Con descuento,1,0
2024-10-08,7,WAIRA-10788,zbenitez@gmail.com,paid,FALD-JUA-CEL-XL,Falda Juan Hombre,XL,Celeste,Hombre,Falda,1,155.51,155.51,182.45,27.0,14.77,Descuento entre 10% y 20%,Con descuento,1,0
2024-02-01,22,WAIRA-10789,leandraalcazar@gmail.com,paid,BLUS-LUI-ROS-S,Blusa Luis Hombre,S,Rosado,Hombre,Blusa,1,136.27,136.27,147.36,11.0,7.53,Sin descuento,Con descuento,1,0
2024-02-01,22,WAIRA-10789,leandraalcazar@gmail.com,paid,CAMI-MIG-CEL-M,Camisa Miguel Hombre,M,Celeste,Hombre,Camisa,1,113.48,113.48,147.31,34.0,22.97,Descuento entre 20% y 30%,Con descuento,1,0
2024-08-17,18,WAIRA-10790,adela64@gmail.com,paid,POLE-LUP-MAR-L,Polera Lupita,L,Marrón,Unisex,Polera,1,147.77,147.77,173.28,26.0,14.72,Descuento entre 10% y 20%,Con descuento,1,0
2024-06-12,21,WAIRA-10791,cuencaamado@gmail.com,pending,VEST-JUA-AZU-L,Vestido Juan Francisco,L,Azul,Unisex,Vestido,1,110.5,110.5,125.48,15.0,11.94,Descuento entre 10% y 20%,Con descuento,1,0
2023-05-08,4,WAIRA-10792,hconesa@gmail.com,paid,SHOR-LUI-AZU-M,Short Luis Hombre,M,Azul,Hombre,Short,1,107.12,107.12,148.34,41.0,27.79,Descuento entre 20% y 30%,Con descuento,1,0
2023-05-08,4,WAIRA-10792,hconesa@gmail.com,paid,FALD-LUP-NEG-XS,Falda Lupe,XS,Negro,Unisex,Falda,1,91.48,91.48,115.95,24.0,21.1,Descuento entre 20% y 30%,Con descuento,1,0
2023-08-07,22,WAIRA-10796,sigfrido24@yahoo.com,paid,BLUS-NAT-VER-XS,Blusa Natividad,XS,Verde,Unisex,Blusa,1,172.93,172.93,203.29,30.0,14.93,Descuento entre 10% y 20%,Con descuento,1,0
2023-08-07,22,WAIRA-10796,sigfrido24@yahoo.com,paid,CAMI-DIE-VER-L,Camisa Diego Hombre,L,Verde,Hombre,Camisa,1,82.35,82.35,93.02,11.0,11.47,Descuento entre 10% y 20%,Con descuento,1,0
2024-07-24,14,WAIRA-10797,lcasals@yahoo.com,paid,CHOM-PED-BLA-M,Chompa Pedro Hombre,M,Blanco,Hombre,Chompa,3,119.94,359.82,138.0,18.0,13.09,Descuento entre 10% y 20%,Con descuento,3,0
2024-07-24,14,WAIRA-10797,lcasals@yahoo.com,paid,VEST-PIL-AZU-XL,Vestido Pili,XL,Azul,Unisex,Vestido,1,167.01,167.01,226.9,60.0,26.39,Descuento entre 20% y 30%,Con descuento,1,0
2024-10-03,0,WAIRA-10800,fernando50@mas-company.es,paid,FALD-AND-GRI-XL,Falda Andrés Hombre,XL,Gris,Hombre,Falda,1,143.11,143.11,156.74,14.0,8.7,Sin descuento,Con descuento,1,0
2024-10-03,0,WAIRA-10800,fernando50@mas-company.es,paid,CASA-MIG-BLA-XS,Casaca Miguel Hombre,XS,Blanco,Hombre,Casaca,1,137.79,137.79,190.75,53.0,27.76,Descuento entre 20% y 30%,Con descuento,1,0
2023-01-11,11,WAIRA-10802,gimenezfabio@hotmail.com,paid,CASA-LUC-ROJ-L,Casaca Lucía Mujer,L,Rojo,Mujer,Casaca,1,130.05,130.05,179.59,50.0,27.59,Descuento entre 20% y 30%,Con descuento,1,0
2023-08-22,13,WAIRA-10803,aurea07@pintor.com,paid,FALD-ROC-BLA-M,Falda Rocío,M,Blanco,Unisex,Falda,1,183.79,183.79,220.38,37.0,16.6,Descuento entre 10% y 20%,Con descuento,1,0
2023-01-15,10,WAIRA-10804,osvaldonicolau@yahoo.com,paid,CHOM-ÁNG-VER-M,Chompa Ángeles,M,Verde,Unisex,Chompa,1,123.35,123.35,171.99,49.0,28.28,Descuento entre 20% y 30%,Con descuento,1,0
2024-02-27,15,WAIRA-10805,ruizjavi@vara-lloret.com,paid,PANT-AND-GRI-XL,Pantalón Andrés Hombre,XL,Gris,Hombre,Pantalón,3,86.66,259.98,101.66,15.0,14.76,Descuento entre 10% y 20%,Con descuento,3,0
2023-01-20,5,WAIRA-10806,bayojosep@trujillo.org,paid,CASA-AND-VER-M,Casaca Andrés Hombre,M,Verde,Hombre,Casaca,1,185.05,185.05,207.31,22.0,10.74,Descuento entre 10% y 20%,Con descuento,1,0
2024-11-27,19,WAIRA-10807,silvestrecerro@gargallo-gimeno.es,paid,CAMI-ROS-VER-XL,Camisa Rosendo,XL,Verde,Unisex,Camisa,1,157.82,157.82,204.77,47.0,22.93,Descuento entre 20% y 30%,Con descuento,1,0
2024-11-27,19,WAIRA-10807,silvestrecerro@gargallo-gimeno.es,paid,FALD-CAM-MAR-XS,Falda Camila Mujer,XS,Marrón,Mujer,Falda,1,184.26,184.26,234.88,51.0,21.55,Descuento entre 20% y 30%,Con descuento,1,0
2023-02-13,23,WAIRA-10809,ramonterron@gmail.com,paid,VEST-RAF-NEG-M,Vestido Rafaela,M,Negro,Unisex,Vestido,1,100.08,100.08,155.83,56.0,35.78,Descuento entre 30% y 40%,Con descuento,1,0
2023-02-13,23,WAIRA-10809,ramonterron@gmail.com,paid,FALD-GUI-MAR-L,Falda Guiomar,L,Marrón,Unisex,Falda,1,160.05,160.05,207.5,47.0,22.87,Descuento entre 20% y 30%,Con descuento,1,0
2024-09-29,2,WAIRA-10810,florentino92@hernandez.es,paid,VEST-CAR-VER-XS,Vestido Carla Mujer,XS,Verde,Mujer,Vestido,1,188.91,188.91,243.39,54.0,22.38,Descuento entre 20% y 30%,Con descuento,1,0
2024-07-11,5,WAIRA-10811,cuellararaceli@ferrer.es,paid,POLO-MIG-GRI-M,Polo Miguel Hombre,M,Gris,Hombre,Polo,1,181.15,181.15,206.62,25.0,12.33,Descuento entre 10% y 20%,Con descuento,1,0
2024-07-11,5,WAIRA-10811,cuellararaceli@ferrer.es,paid,CHOM-AND-MAR-S,Chompa Andrea Mujer,S,Marrón,Mujer,Chompa,1,152.42,152.42,199.78,47.0,23.71,Descuento entre 20% y 30%,Con descuento,1,0
2024-06-16,0,WAIRA-10812,azaharmartorell@coello-uriarte.com,paid,SACO-FRA-BLA-XS,Saco Francisco Javier,XS,Blanco,Unisex,Saco,1,140.09,140.09,176.35,36.0,20.56,Descuento entre 20% y 30%,Con descuento,1,0
2024-09-20,10,WAIRA-10813,calderonjaviera@hotmail.com,paid,CAMI-EST-ROS-XL,Camisa Estrella,XL,Rosado,Unisex,Camisa,1,91.7,91.7,103.54,12.0,11.44,Descuento entre 10% y 20%,Con descuento,1,0
2023-06-19,6,WAIRA-10814,angelitariba@redondo.es,paid,CHOM-TON-NEG-M,Chompa Toni,M,Negro,Unisex,Chompa,1,101.1,101.1,156.81,56.0,35.53,Descuento entre 30% y 40%,Con descuento,1,0
2023-06-19,6,WAIRA-10814,angelitariba@redondo.es,paid,FALD-FER-CEL-M,Falda Fernanda Mujer,M,Celeste,Mujer,Falda,2,122.32,244.64,159.26,37.0,23.19,Descuento entre 20% y 30%,Con descuento,2,0
2024-10-28,8,WAIRA-10815,maria-josealcalde@hotmail.com,paid,POLO-CAR-NEG-XS,Polo Carlos Hombre,XS,Negro,Hombre,Polo,1,140.06,140.06,186.75,47.0,25.0,Descuento entre 20% y 30%,Con descuento,1,0
2024-10-28,8,WAIRA-10815,maria-josealcalde@hotmail.com,paid,CASA-HER-ROS-M,Casaca Hernando,M,Rosado,Unisex,Casaca,1,154.49,154.49,181.58,27.0,14.92,Descuento entre 10% y 20%,Con descuento,1,0
2024-10-28,8,WAIRA-10815,maria-josealcalde@hotmail.com,paid,BLUS-MIG-BLA-M,Blusa Miguel Hombre,M,Blanco,Hombre,Blusa,1,121.39,121.39,143.94,23.0,15.67,Descuento entre 10% y 20%,Con descuento,1,0
2024-06-24,14,WAIRA-10816,emorell@cabanas.com,paid,FALD-PED-MAR-XL,Falda Pedro Hombre,XL,Marrón,Hombre,Falda,1,159.51,159.51,177.2,18.0,9.98,Descuento entre 10% y 20%,Con descuento,1,0
2023-05-02,4,WAIRA-10817,estertomas@hotmail.com,paid,FALD-VAL-AZU-XS,Falda Valeria Mujer,XS,Azul,Mujer,Falda,1,122.4,122.4,139.74,17.0,12.41,Descuento entre 10% y 20%,Con descuento,1,0
2023-05-02,4,WAIRA-10817,estertomas@hotmail.com,paid,SACO-CAM-NEG-XL,Saco Camila Mujer,XL,Negro,Mujer,Saco,1,94.1,94.1,144.25,50.0,34.77,Descuento entre 30% y 40%,Con descuento,1,0
2023-12-22,21,WAIRA-10818,mbenavides@gmail.com,paid,POLE-LUI-BEI-XL,Polera Luis Hombre,XL,Beige,Hombre,Polera,1,150.2,150.2,205.48,55.0,26.9,Descuento entre 20% y 30%,Con descuento,1,0
2023-12-22,21,WAIRA-10818,mbenavides@gmail.com,paid,POLO-DIO-ROJ-XS,Polo Dionisio,XS,Rojo,Unisex,Polo,1,88.58,88.58,142.9,54.0,38.01,Descuento entre 30% y 40%,Con descuento,1,0
