date,hour,order_id,user_id,financial_status,categoria,genero,billing_city,payment_method,discount_code,discount_amount,subtotal
2024-02-27,2,WAIRA-13140,ucarro@yahoo.com,paid,Camisa,Mujer,Magdalena,Mercado Pago,,0.0,428.91
2024-04-29,2,WAIRA-13150,mpalmer@nunez.es,paid,Short,Mujer,San Luis,Mercado Pago,,0.0,424.67
2023-06-15,2,WAIRA-13186,manubarrios@yahoo.com,paid,Chompa,Unisex,Santiago de Surco,Mercado Pago,,0.0,415.98
2024-07-29,2,WAIRA-13194,castellomagdalena@ojeda-estevez.org,paid,Short,Mujer,Lince,Mercado Pago,,0.0,267.09
2023-07-19,2,WAIRA-13200,cbermejo@gmail.com,paid,Falda,Unisex,Magdalena,Yape,,0.0,584.47
2023-06-11,2,WAIRA-13204,luis-miguel05@ledesma.es,paid,Saco,Mujer,Chorrillos,Mercado Pago,,0.0,409.87
2024-09-03,2,WAIRA-13227,rico03@saavedra.es,paid,Polera,Unisex,Magdalena,Yape,,0.0,374.02
2024-05-23,2,WAIRA-13228,dora54@hotmail.com,paid,Short,Mujer,Chorrillos,Mercado Pago,BIENVENIDA,14.0,125.51
2023-07-27,2,WAIRA-13235,sedanonatanael@jauregui.com,paid,Polo,Unisex,San Borja,Visa,BIENVENIDA,113.0,1021.23
2023-06-19,2,WAIRA-13240,sandaliolara@albero-rodriguez.com,paid,Saco,Mujer,Jesús María,Mercado Pago,,0.0,577.29
2024-05-07,2,WAIRA-13259,tpedro@yahoo.com,paid,Casaca,Unisex,San Miguel,Mercado Pago,,0.0,392.0
2023-11-09,2,WAIRA-13267,almazanulises@hotmail.com,paid,Blusa,Mujer,Lince,Mercado Pago,,0.0,193.1
2024-12-29,2,WAIRA-13297,jose-luisreguera@gmail.com,paid,Vestido,Mujer,Miraflores,Mercado Pago,,0.0,134.28
2023-11-25,2,WAIRA-13334,martingaston@muniz.es,paid,Saco,Unisex,San Borja,Mercado Pago,,0.0,483.48
2023-03-20,2,WAIRA-13356,qchacon@acuna.org,paid,Vestido,Mujer,Lince,Mercado Pago,,0.0,213.5
2024-03-30,2,WAIRA-13365,bermudezmaria-jose@villalobos.es,paid,Vestido,Unisex,Magdalena,Yape,,0.0,151.46
2024-01-10,2,WAIRA-13370,amando72@fiol.com,paid,Vestido,Unisex,Chorrillos,Mercado Pago,,0.0,410.25
2024-02-19,2,WAIRA-13384,irene36@gmail.com,paid,Casaca,Hombre,Santiago de Surco,Mercado Pago,BIENVENIDA,16.0,146.48
2024-04-24,2,WAIRA-13394,remedios13@hotmail.com,paid,Saco,Unisex,San Borja,Mercado Pago,,0.0,257.61
2023-10-16,2,WAIRA-13442,kpons@ibanez.com,paid,Vestido,Unisex,Magdalena,Mercado Pago,,0.0,184.28
2024-11-29,2,WAIRA-13483,isidoro97@hotmail.com,paid,Short,Unisex,La Victoria,Yape,BIENVENIDA,52.0,466.72
2023-07-25,2,WAIRA-13491,eugenio85@yahoo.com,paid,Polera,Mujer,Chorrillos,Mercado Pago,,0.0,310.65
2023-08-09,2,WAIRA-13498,dimas80@hotmail.com,paid,Short,Mujer,Miraflores,Mercado Pago,SUERTE,218.0,509.17
2024-02-27,2,WAIRA-13527,berto55@ruiz.es,paid,Vestido,Mujer,Chorrillos,Yape,,0.0,917.68
2023-05-08,2,WAIRA-13600,joaquinalmazan@rosales.es,paid,Vestido,Mujer,Chorrillos,Transferencia,,0.0,603.93
2024-12-05,2,WAIRA-13602,stello@santana.es,paid,Short,Unisex,Miraflores,Yape,SUERTE,112.0,260.93
2023-01-08,2,WAIRA-13634,aroa67@yahoo.com,paid,Saco,Mujer,Surquillo,Visa,SUERTE,106.0,247.13
2023-09-15,2,WAIRA-13692,valencianosalomon@yahoo.com,paid,Short,Unisex,Lince,Mercado Pago,CYBER,337.0,336.75
2024-06-15,2,WAIRA-13694,magdalena43@hotmail.com,paid,Blusa,Unisex,Lince,Yape,,0.0,187.9
2023-07-07,2,WAIRA-13770,victoriamelendez@yahoo.com,paid,Saco,Mujer,Lince,Mercado Pago,,0.0,314.73
2024-04-03,2,WAIRA-13781,herbertopatino@gmail.com,paid,Casaca,Unisex,Miraflores,Transferencia,,0.0,184.61
2024-08-10,2,WAIRA-13785,sandovalleopoldo@gmail.com,paid,Saco,Unisex,San Miguel,Mercado Pago,,0.0,686.82
2023-09-09,2,WAIRA-13788,vicentevaldes@hotmail.com,paid,Blusa,Unisex,San Luis,Transferencia,,0.0,110.86
2023-07-14,2,WAIRA-13815,melaniaelorza@giralt.es,paid,Polera,Unisex,Chorrillos,Mercado Pago,,0.0,378.97
2024-11-18,2,WAIRA-13836,victorlarranaga@yahoo.com,paid,Vestido,Mujer,San Luis,Yape,,0.0,293.47
2024-11-24,2,WAIRA-13841,fernandamarmol@cuevas.es,paid,Vestido,Unisex,San Miguel,Yape,,0.0,319.12
2024-08-30,2,WAIRA-13943,gsans@yahoo.com,paid,Polo,Mujer,San Isidro,Visa,,0.0,243.14
2023-12-23,2,WAIRA-13971,ferreraafrica@pardo.com,paid,Polo,Hombre,San Luis,Transferencia,,0.0,277.45
2024-03-11,2,WAIRA-13972,camila68@ferrandiz-quintana.com,paid,Chompa,Mujer,Pueblo Libre,Mercado Pago,BIENVENIDA,41.0,364.49
2024-12-07,2,WAIRA-13995,anunciacion69@robles.es,pending,Falda,Unisex,San Luis,Mercado Pago,CYBER,347.0,346.86
2023-11-12,2,WAIRA-14016,benetildefonso@falco.es,paid,Saco,Unisex,Magdalena,Mercado Pago,BIENVENIDA,49.0,436.79
2024-03-07,2,WAIRA-14050,ursulaledesma@marin.es,paid,Pantalón,Unisex,Pueblo Libre,Mercado Pago,SUERTE,83.0,193.59
2023-09-12,2,WAIRA-14066,zcamara@yahoo.com,paid,Falda,Unisex,San Isidro,Mercado Pago,,0.0,199.77
2024-05-07,2,WAIRA-14081,jafetpizarro@gilabert.es,paid,Polo,Mujer,San Borja,Mercado Pago,,0.0,344.45
2023-11-17,2,WAIRA-14083,gema50@santana.com,paid,Vestido,Unisex,San Isidro,Yape,,0.0,613.38
2024-07-27,2,WAIRA-14094,mquerol@hotmail.com,paid,Vestido,Unisex,Surquillo,Transferencia,,0.0,541.06
2023-11-19,2,WAIRA-14100,eufemiacasares@melero.com,paid,Vestido,Hombre,San Luis,Mercado Pago,,0.0,728.49
2023-12-30,2,WAIRA-14223,laura52@yahoo.com,paid,Casaca,Mujer,Surquillo,Yape,,0.0,286.2
2024-09-28,2,WAIRA-14226,elisabosch@gmail.com,pending,Short,Unisex,Santiago de Surco,Mercado Pago,,0.0,682.58
2024-05-02,2,WAIRA-14256,ocanaarcelia@ferreras-carreras.com,paid,Casaca,Hombre,Magdalena,Mercado Pago,,0.0,669.72
2024-03-01,2,WAIRA-14259,qcabeza@yahoo.com,paid,Vestido,Unisex,San Miguel,Mercado Pago,,0.0,582.96
2023-08-02,2,WAIRA-14265,lucho48@perez-jerez.org,paid,Polo,Unisex,La Molina,Yape,,0.0,217.42
2023-04-02,2,WAIRA-14333,gilepifanio@hotmail.com,paid,Vestido,Unisex,Jesús María,Mercado Pago,CYBER,322.0,321.9
2024-12-23,2,WAIRA-14391,bermudezsancho@aparicio.es,paid,Pantalón,Mujer,Lince,Mercado Pago,,0.0,528.48
2024-02-21,2,WAIRA-14397,tlerma@gmail.com,paid,Camisa,Mujer,Miraflores,Mercado Pago,,0.0,137.91
2024-03-16,2,WAIRA-14406,cerveranilo@yahoo.com,paid,Pantalón,Hombre,San Luis,Transferencia,,0.0,153.5
2024-09-12,2,WAIRA-14408,warcos@gmail.com,paid,Pantalón,Unisex,San Isidro,Yape,,0.0,471.1
2023-01-17,2,WAIRA-14412,macario12@yahoo.com,paid,Vestido,Unisex,Chorrillos,Yape,,0.0,944.85
2023-06-18,2,WAIRA-14457,benetligia@escolano-blasco.org,pending,Vestido,Mujer,La Molina,Yape,,0.0,252.36
2023-07-21,2,WAIRA-14484,triniguijarro@barbera.es,paid,Short,Unisex,Miraflores,Transferencia,,0.0,282.44
2024-03-25,2,WAIRA-14502,arranzfrancisco-javier@calzada-reyes.com,paid,Polo,Unisex,La Molina,Visa,CYBER,278.0,278.43
2023-11-11,2,WAIRA-14546,jjulia@yahoo.com,paid,Pantalón,Unisex,Miraflores,Mercado Pago,,0.0,137.71
2024-12-01,2,WAIRA-14605,opina@chaves-villalba.com,paid,Falda,Hombre,La Molina,Yape,,0.0,81.23
2023-06-24,2,WAIRA-14623,leandracontreras@bustamante.com,paid,Short,Unisex,La Molina,Mercado Pago,,0.0,515.42
2024-03-26,2,WAIRA-14665,doritaramon@hotmail.com,paid,Polo,Mujer,La Victoria,Mercado Pago,,0.0,886.65
2023-03-26,2,WAIRA-14671,onofre38@hotmail.com,pending,Polera,Unisex,Jesús María,Mercado Pago,,0.0,255.47
2023-02-22,2,WAIRA-14684,loidaperea@manjon-neira.com,paid,Polera,Unisex,Santiago de Surco,Yape,,0.0,791.27
2023-08-28,2,WAIRA-14710,agullomariana@yahoo.com,paid,Pantalón,Mujer,Barranco,Transferencia,SUERTE,66.0,153.29
2024-10-29,2,WAIRA-14747,operez@pina.net,paid,Vestido,Mujer,La Molina,Mercado Pago,,0.0,255.73
2024-09-02,2,WAIRA-14751,revillaabril@yahoo.com,paid,Vestido,Hombre,Surquillo,Mercado Pago,,0.0,263.96
2023-06-29,2,WAIRA-14754,josue20@hotmail.com,paid,Polera,Hombre,Magdalena,Yape,,0.0,83.89
2024-07-17,2,WAIRA-14755,moraisabel@gmail.com,paid,Saco,Mujer,San Luis,Mercado Pago,,0.0,290.17
2024-08-22,2,WAIRA-14764,grandedaniel@ferrandiz-bejarano.org,paid,Vestido,Unisex,Miraflores,Yape,,0.0,917.85
2024-07-24,2,WAIRA-14769,ypi@bartolome.com,pending,Polo,Unisex,La Molina,Mercado Pago,,0.0,633.55
2023-09-11,2,WAIRA-14771,osaura@enriquez-amaya.es,paid,Vestido,Unisex,Barranco,Visa,,0.0,353.55
2024-12-15,2,WAIRA-14785,tromeu@garay-lumbreras.net,paid,Polo,Unisex,San Isidro,Yape,,0.0,411.83
2023-04-28,2,WAIRA-14789,qmoran@gmail.com,paid,Polo,Unisex,Pueblo Libre,Yape,,0.0,394.31
2024-12-30,2,WAIRA-14817,sruano@gmail.com,paid,Vestido,Unisex,San Borja,Visa,,0.0,352.91
2024-07-04,2,WAIRA-14823,eferrer@peralta.com,paid,Polera,Hombre,La Victoria,Visa,,0.0,295.95
2024-12-10,2,WAIRA-14828,tamayorodolfo@cardona-mulet.net,paid,Camisa,Hombre,Magdalena,Yape,,0.0,317.84
2023-10-06,2,WAIRA-14851,jonatanferrandez@hotmail.com,pending,Vestido,Unisex,La Victoria,Mercado Pago,,0.0,494.93
2024-06-28,2,WAIRA-14854,albanocampoy@gmail.com,paid,Chompa,Unisex,Miraflores,Mercado Pago,,0.0,134.65
2023-01-18,2,WAIRA-14953,uribeflorencio@gascon.net,paid,Saco,Unisex,La Victoria,Yape,,0.0,467.87
2023-07-25,2,WAIRA-15023,manolo63@aguila.com,paid,Vestido,Hombre,Barranco,Mercado Pago,,0.0,244.88
2023-08-15,2,WAIRA-15032,raleman@hotmail.com,paid,Vestido,Hombre,Lince,Mercado Pago,,0.0,157.18
2024-11-18,2,WAIRA-15036,noguescamila@gmail.com,pending,Vestido,Mujer,San Isidro,Mercado Pago,,0.0,208.2
2023-09-26,2,WAIRA-15080,benitaledesma@jauregui-arias.com,paid,Chompa,Unisex,La Victoria,Mercado Pago,,0.0,408.14
2024-01-01,2,WAIRA-15106,zgelabert@hotmail.com,paid,Vestido,Unisex,Pueblo Libre,Mercado Pago,BIENVENIDA,117.0,1050.19
2024-08-31,2,WAIRA-15159,guiomartur@perales-andreu.es,paid,Camisa,Unisex,San Miguel,Mercado Pago,,0.0,126.29
2024-04-21,2,WAIRA-15176,pugaroman@gmail.com,paid,Saco,Unisex,San Luis,Yape,,0.0,313.87
2024-01-20,2,WAIRA-15182,villanuevaclotilde@hotmail.com,paid,Polo,Unisex,Magdalena,Mercado Pago,,0.0,592.32
2024-10-10,2,WAIRA-15203,gvillegas@gmail.com,paid,Polo,Unisex,Jesús María,Yape,SUERTE,67.0,156.27
2024-02-16,2,WAIRA-15277,tomasizquierdo@gmail.com,paid,Saco,Unisex,Magdalena,Mercado Pago,,0.0,552.38
2024-12-17,2,WAIRA-15292,moises79@vera-velez.es,paid,Polera,Unisex,San Luis,Mercado Pago,,0.0,230.15
2024-07-23,2,WAIRA-15321,luisvarela@becerra.com,paid,Casaca,Unisex,Surquillo,Mercado Pago,,0.0,778.51
2023-12-18,2,WAIRA-15380,cvalenciano@hotmail.com,paid,Polo,Unisex,Chorrillos,Mercado Pago,,0.0,343.65
2024-01-16,2,WAIRA-15394,vicentaverdu@yahoo.com,pending,Chompa,Unisex,Santiago de Surco,Mercado Pago,,0.0,449.82
2023-09-06,2,WAIRA-15419,ripollesperanza@sales.es,paid,Polera,Unisex,San Miguel,Mercado Pago,,0.0,262.63
2024-04-27,2,WAIRA-15469,jmartin@jurado.es,paid,Polo,Unisex,Jesús María,Visa,,0.0,582.74
2024-03-17,2,WAIRA-15486,eloisa52@hotmail.com,paid,Polo,Unisex,Jesús María,Mercado Pago,,0.0,434.15
2024-01-31,2,WAIRA-15508,irma53@yahoo.com,paid,Saco,Unisex,San Luis,Mercado Pago,,0.0,302.6
2023-06-16,2,WAIRA-15537,miguela35@yahoo.com,paid,Short,Hombre,Jesús María,Yape,SUERTE,172.0,400.41
2023-07-17,2,WAIRA-15545,sebastian85@yahoo.com,pending,Chompa,Unisex,Jesús María,Mercado Pago,,0.0,630.94
2023-06-22,2,WAIRA-15574,jose-ramongarate@yahoo.com,paid,Polo,Mujer,Barranco,Mercado Pago,CYBER,374.0,373.97
2024-09-21,2,WAIRA-15592,inocenciovalero@gmail.com,paid,Short,Unisex,Magdalena,Yape,,0.0,428.16
2024-02-27,2,WAIRA-15601,soriagabriela@yahoo.com,paid,Polo,Unisex,Santiago de Surco,Mercado Pago,BIENVENIDA,26.0,235.03
2023-03-24,2,WAIRA-15607,ayllonbaudelio@gmail.com,paid,Chompa,Mujer,San Luis,Mercado Pago,BIENVENIDA,53.0,477.67
2023-02-08,2,WAIRA-15609,olmoteresita@hotmail.com,paid,Saco,Mujer,Jesús María,Mercado Pago,,0.0,178.07
2023-12-31,2,WAIRA-15631,gonzalezramiro@iniguez.es,paid,Blusa,Mujer,Magdalena,Mercado Pago,,0.0,171.18
2024-08-22,2,WAIRA-15636,joveresmeralda@guardiola.es,paid,Polera,Unisex,Santiago de Surco,Mercado Pago,,0.0,491.47
2024-08-19,2,WAIRA-15645,gimenezcustodio@hotmail.com,paid,Short,Hombre,San Isidro,Transferencia,,0.0,101.88
2023-11-18,2,WAIRA-15659,charo40@yahoo.com,paid,Saco,Hombre,San Miguel,Yape,,0.0,141.3
2023-06-26,2,WAIRA-15709,aitana53@hotmail.com,paid,Vestido,Unisex,Chorrillos,Transferencia,,0.0,456.45
2023-02-23,2,WAIRA-15741,pratdan@hotmail.com,paid,Falda,Hombre,La Molina,Mercado Pago,,0.0,172.39
2023-04-26,2,WAIRA-15746,arcelianarvaez@morcillo.es,paid,Vestido,Mujer,San Luis,Yape,,0.0,410.37
2024-01-11,2,WAIRA-15772,psoler@duran.net,paid,Short,Unisex,San Borja,Mercado Pago,,0.0,553.05
2024-04-13,2,WAIRA-15797,florindaplana@aroca.net,paid,Short,Unisex,San Miguel,Visa,,0.0,639.68
2023-09-06,2,WAIRA-15859,santiagodominguez@hotmail.com,paid,Polo,Unisex,San Luis,Mercado Pago,,0.0,431.14
2024-08-10,2,WAIRA-15872,caparroscalista@hotmail.com,paid,Pantalón,Mujer,Jesús María,Yape,,0.0,347.71
2023-01-31,2,WAIRA-15874,adalberto69@yahoo.com,paid,Polera,Unisex,Chorrillos,Mercado Pago,,0.0,489.54
2024-04-06,2,WAIRA-15879,priegoanastasio@gmail.com,paid,Camisa,Mujer,Barranco,Visa,,0.0,178.0
2023-11-12,2,WAIRA-15894,ismael05@maza-poza.com,paid,Falda,Unisex,Lince,Mercado Pago,CYBER,72.0,71.9
2023-07-13,2,WAIRA-15900,pascual68@yahoo.com,paid,Casaca,Unisex,Santiago de Surco,Yape,,0.0,219.17
2024-06-23,2,WAIRA-15906,otilia53@soto-sedano.es,pending,Saco,Unisex,San Miguel,Mercado Pago,,0.0,123.6
2024-02-20,2,WAIRA-15962,gregorio52@yahoo.com,paid,Short,Unisex,Santiago de Surco,Mercado Pago,BIENVENIDA,47.0,419.98
2024-10-17,2,WAIRA-15980,carminasalom@yahoo.com,paid,Saco,Hombre,San Borja,Mercado Pago,,0.0,166.69
2023-06-29,2,WAIRA-16037,aroyo@gmail.com,paid,Polo,Hombre,La Molina,Mercado Pago,,0.0,265.06
2023-05-01,2,WAIRA-16043,vpalomares@lopez-ferrando.com,paid,Polera,Hombre,La Victoria,Visa,,0.0,383.51
2023-06-01,2,WAIRA-16099,marcia68@domingo.es,paid,Falda,Mujer,Santiago de Surco,Transferencia,,0.0,271.15
2023-01-30,2,WAIRA-16124,novoanydia@aroca.es,paid,Falda,Mujer,San Miguel,Mercado Pago,BIENVENIDA,11.0,103.33
2023-11-01,2,WAIRA-16152,cabelloleoncio@yahoo.com,paid,Short,Unisex,Santiago de Surco,Yape,,0.0,520.6
2023-12-05,2,WAIRA-16153,celestinacarrera@hotmail.com,paid,Vestido,Unisex,Jesús María,Yape,,0.0,447.92
2024-01-08,2,WAIRA-16181,leonorurrutia@yahoo.com,pending,Chompa,Mujer,Pueblo Libre,Yape,,0.0,301.47
2023-08-11,2,WAIRA-16201,reginaramis@hotmail.com,paid,Short,Unisex,Magdalena,Visa,,0.0,636.25
2023-08-16,2,WAIRA-16218,jsalmeron@ayllon.es,paid,Saco,Unisex,Chorrillos,Visa,SUERTE,72.0,167.17
2024-07-16,2,WAIRA-16245,afabregas@hotmail.com,pending,Short,Mujer,Santiago de Surco,Mercado Pago,,0.0,351.62
2023-03-29,2,WAIRA-16250,hernandezreyna@yahoo.com,paid,Vestido,Mujer,San Luis,Yape,CYBER,200.0,199.94
2024-07-24,2,WAIRA-16264,reyes52@yahoo.com,paid,Falda,Mujer,Surquillo,Yape,,0.0,605.5
2023-07-29,2,WAIRA-16312,nidia87@agustin.es,paid,Blusa,Unisex,Lince,Yape,SUERTE,45.0,104.12
2024-09-30,2,WAIRA-16316,ybonet@torralba.es,paid,Saco,Mujer,San Miguel,Yape,SUERTE,106.0,246.34
2024-11-30,2,WAIRA-16330,fgimenez@gil.com,paid,Casaca,Mujer,Pueblo Libre,Yape,,0.0,88.65
2023-06-18,2,WAIRA-16350,zpelayo@yahoo.com,paid,Vestido,Unisex,San Borja,Mercado Pago,,0.0,890.57
2024-05-20,3,WAIRA-10001,gilalba@yahoo.com,paid,Pantalón,Mujer,Magdalena,Yape,,0.0,184.93
2024-12-06,3,WAIRA-10081,joverrafaela@quintana.com,paid,Short,Unisex,Lince,Mercado Pago,,0.0,265.84
2023-05-11,3,WAIRA-10084,rogeliotolosa@acedo.com,paid,Vestido,Unisex,Pueblo Libre,Mercado Pago,,0.0,493.07
2024-11-30,3,WAIRA-10087,warnau@carmona-morillo.com,paid,Saco,Unisex,Barranco,Yape,,0.0,588.67
2023-04-08,3,WAIRA-10091,rubencortina@avila-frias.org,paid,Short,Mujer,La Molina,Mercado Pago,CYBER,154.0,154.27
2024-05-09,3,WAIRA-10092,broma@arnaiz-galvan.com,paid,Chompa,Hombre,Surquillo,Mercado Pago,,0.0,92.75
2024-10-09,3,WAIRA-10096,saenzseve@abril.com,pending,Polera,Unisex,Chorrillos,Mercado Pago,,0.0,452.83
2024-03-08,3,WAIRA-10107,ocastro@soler.com,paid,Short,Mujer,Miraflores,Mercado Pago,CYBER,300.0,299.76
2024-02-27,3,WAIRA-10109,alepera@hotmail.com,paid,Polo,Unisex,San Borja,Mercado Pago,,0.0,98.77
2024-06-03,3,WAIRA-10125,emacal@hotmail.com,paid,Falda,Unisex,Chorrillos,Transferencia,,0.0,308.21
2023-01-07,3,WAIRA-10163,eleuterio67@bejarano.es,pending,Polera,Unisex,San Borja,Transferencia,,0.0,521.23
2024-12-12,3,WAIRA-10201,pborja@tovar.es,paid,Saco,Mujer,Jesús María,Mercado Pago,,0.0,749.93
2023-03-29,3,WAIRA-10209,leonel25@yahoo.com,paid,Vestido,Unisex,Lince,Transferencia,,0.0,690.11
2023-02-17,3,WAIRA-10216,ligia74@yahoo.com,paid,Polera,Mujer,Miraflores,Yape,,0.0,492.46
2024-12-06,3,WAIRA-10224,aranahector@gmail.com,paid,Polera,Unisex,San Miguel,Yape,,0.0,1046.64
2023-11-20,3,WAIRA-10353,estela08@ayala.com,paid,Short,Unisex,Surquillo,Transferencia,,0.0,398.47
2024-01-01,3,WAIRA-10372,bolanosmaxi@tejero.org,paid,Vestido,Unisex,Magdalena,Mercado Pago,,0.0,603.93
2023-05-02,3,WAIRA-10375,pelayoileana@colom.net,paid,Polera,Unisex,Chorrillos,Mercado Pago,,0.0,401.53
2024-01-05,3,WAIRA-10387,orianaolivares@hotmail.com,paid,Vestido,Mujer,San Isidro,Mercado Pago,CYBER,421.0,421.37
2024-09-15,3,WAIRA-10430,vicentamiranda@murcia.com,paid,Pantalón,Unisex,San Luis,Mercado Pago,,0.0,575.07
2024-07-07,3,WAIRA-10432,rvalenzuela@paniagua.com,paid,Falda,Hombre,La Victoria,Yape,,0.0,205.6
2023-12-08,3,WAIRA-10448,feliugeraldo@acuna-bermudez.com,paid,Polera,Unisex,Pueblo Libre,Visa,,0.0,546.07
2024-01-22,3,WAIRA-10460,saritajaume@yahoo.com,paid,Saco,Hombre,Magdalena,Yape,BIENVENIDA,18.0,166.09
2024-08-14,3,WAIRA-10491,juan-antonio26@pera.es,paid,Short,Unisex,La Victoria,Mercado Pago,,0.0,1119.2
2024-11-22,3,WAIRA-10501,arcoisabela@yahoo.com,paid,Saco,Mujer,Jesús María,Yape,,0.0,425.8
2024-07-05,3,WAIRA-10516,lisandrobenitez@saura.com,paid,Pantalón,Hombre,Jesús María,Yape,,0.0,148.58
2023-11-19,3,WAIRA-10530,sebastianrosalina@chico-sastre.com,paid,Polera,Unisex,San Miguel,Mercado Pago,,0.0,283.65
2024-12-22,3,WAIRA-10549,mpavon@gmail.com,pending,Blusa,Mujer,San Isidro,Yape,,0.0,87.98
2023-05-16,3,WAIRA-10597,primitiva43@gmail.com,paid,Pantalón,Hombre,San Borja,Yape,,0.0,392.01
2024-07-14,3,WAIRA-10605,tparra@hotmail.com,paid,Camisa,Unisex,La Victoria,Transferencia,,0.0,334.0
2024-09-19,3,WAIRA-10608,gbelmonte@yahoo.com,paid,Polera,Unisex,Pueblo Libre,Mercado Pago,,0.0,660.18
2024-07-11,3,WAIRA-10638,epuga@exposito.com,paid,Short,Unisex,Magdalena,Visa,,0.0,486.09
2024-08-27,3,WAIRA-10652,osolano@luz.es,paid,Vestido,Mujer,Barranco,Mercado Pago,,0.0,614.08
2023-04-15,3,WAIRA-10714,carmelocasanovas@hotmail.com,paid,Vestido,Mujer,San Isidro,Mercado Pago,,0.0,795.53
2024-09-22,3,WAIRA-10716,alejo22@hotmail.com,paid,Chompa,Mujer,Jesús María,Mercado Pago,,0.0,356.08
2024-06-08,3,WAIRA-10756,vito53@cabanillas.es,paid,Vestido,Unisex,Miraflores,Yape,,0.0,944.42
2023-02-02,3,WAIRA-10794,pili34@carvajal-blazquez.es,paid,Falda,Unisex,La Molina,Yape,CYBER,145.0,145.06
2023-05-01,3,WAIRA-10795,tferrero@vaquero.com,paid,Falda,Hombre,Magdalena,Transferencia,,0.0,309.68
2024-03-13,3,WAIRA-10832,zfabregat@hotmail.com,paid,Camisa,Unisex,Chorrillos,Mercado Pago,CYBER,167.0,167.48
2024-10-03,3,WAIRA-10856,teodosio81@rosales.com,paid,Vestido,Unisex,San Isidro,Yape,,0.0,142.06
2023-09-22,3,WAIRA-10978,uricart@yahoo.com,paid,Polo,Mujer,La Molina,Yape,,0.0,110.99
2024-10-22,3,WAIRA-11007,rosa34@pinilla-calleja.es,paid,Pantalón,Unisex,La Molina,Yape,,0.0,484.47
2023-04-17,3,WAIRA-11013,jtejada@hotmail.com,paid,Saco,Unisex,Santiago de Surco,Yape,,0.0,1062.04
2024-06-19,3,WAIRA-11051,zalonso@yahoo.com,paid,Short,Unisex,La Molina,Transferencia,,0.0,923.39
2023-07-01,3,WAIRA-11093,otilia25@gmail.com,paid,Pantalón,Unisex,Barranco,Yape,,0.0,345.79
2023-06-22,3,WAIRA-11125,tomeabilio@yahoo.com,paid,Casaca,Hombre,Jesús María,Mercado Pago,,0.0,195.49
2024-01-15,3,WAIRA-11148,lasalola@yahoo.com,paid,Casaca,Mujer,La Victoria,Transferencia,,0.0,738.46
2024-01-13,3,WAIRA-11192,jaguilar@carreno.org,paid,Saco,Hombre,Santiago de Surco,Mercado Pago,,0.0,357.68
2023-08-30,3,WAIRA-11230,marciozabala@gmail.com,paid,Chompa,Hombre,San Isidro,Mercado Pago,,0.0,142.07
2024-02-22,3,WAIRA-11256,robledovirginia@flor.com,paid,Vestido,Unisex,Pueblo Libre,Mercado Pago,,0.0,519.52
2023-10-10,3,WAIRA-11287,fulgencio65@hotmail.com,paid,Saco,Unisex,San Luis,Mercado Pago,CYBER,537.0,536.9
2023-02-05,3,WAIRA-11370,kborja@yahoo.com,paid,Polo,Mujer,San Borja,Mercado Pago,,0.0,597.7
2023-01-12,3,WAIRA-11382,npineda@gmail.com,paid,Polo,Unisex,San Miguel,Yape,,0.0,266.11
2024-08-01,3,WAIRA-11397,tjover@gmail.com,paid,Polera,Mujer,Pueblo Libre,Mercado Pago,,0.0,114.24
2024-11-07,3,WAIRA-11432,luz11@saura.es,paid,Saco,Mujer,Chorrillos,Yape,,0.0,326.97
2024-02-01,3,WAIRA-11449,alemariscal@gmail.com,paid,Polo,Unisex,La Victoria,Mercado Pago,,0.0,80.64
2024-03-22,3,WAIRA-11513,chucho85@fuster.es,paid,Short,Unisex,Magdalena,Mercado Pago,,0.0,412.93
2024-05-18,3,WAIRA-11515,adalbertochaves@hernando.org,paid,Vestido,Unisex,Magdalena,Yape,,0.0,283.86
2024-04-06,3,WAIRA-11516,osanz@hotmail.com,pending,Polo,Unisex,San Borja,Yape,,0.0,389.65
2024-02-07,3,WAIRA-11556,pinedaconstanza@agustin-jodar.net,paid,Chompa,Hombre,Santiago de Surco,Mercado Pago,,0.0,91.95
2023-02-09,3,WAIRA-11584,bernardino73@gmail.com,paid,Short,Unisex,Magdalena,Visa,,0.0,784.58
2024-04-25,3,WAIRA-11606,beltranespiridion@yahoo.com,paid,Saco,Unisex,San Borja,Mercado Pago,,0.0,357.45
2023-04-30,3,WAIRA-11624,maleman@yahoo.com,paid,Polera,Unisex,Miraflores,Mercado Pago,,0.0,405.8
2024-12-18,3,WAIRA-11629,umunoz@gmail.com,paid,Chompa,Mujer,Surquillo,Yape,,0.0,187.7
2023-12-14,3,WAIRA-11645,whervia@gmail.com,paid,Vestido,Unisex,Miraflores,Mercado Pago,,0.0,301.45
2023-09-27,3,WAIRA-11656,aaronguardiola@vilaplana.org,paid,Polera,Unisex,Chorrillos,Mercado Pago,,0.0,748.53
2024-07-25,3,WAIRA-11658,solisluis@hotmail.com,paid,Vestido,Mujer,San Miguel,Yape,,0.0,577.02
2023-05-16,3,WAIRA-11671,qcampillo@cobo.es,pending,Short,Mujer,Santiago de Surco,Mercado Pago,,0.0,466.6
2023-11-21,3,WAIRA-11709,uposada@yahoo.com,paid,Short,Unisex,Surquillo,Mercado Pago,,0.0,687.2
