Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
WAIRA-10460,saritajaume@yahoo.com,paid,2024-01-22 04:14:41.000000 UTC,fulfilled,2024-01-24 03:14:41.000000 UTC,true,PEN,166.09,10,0,176.09,BIENVENIDA,18.45,Estándar,2024-01-22 03:14:41.000000 UTC,1,Saco Diego Hombre - Negro - M,184.54,,SACO-DIE-NEG-M,true,true,fulfilled,Claudio Miguel Nicolau Sastre,Glorieta Norberto Busquets 40 Puerta 8 ,Glorieta Norberto Busquets 40 Puerta 8 ,,,Magdalena,12007,PE-LIM,PE,+34742 80 71 03,Claudio Miguel Nicolau Sastre,Glorieta Norberto Busquets 40 Puerta 8 ,Glorieta Norberto Busquets 40 Puerta 8 ,,,Magdalena,12007,PE-LIM,PE,+34742 80 71 03,,,,Yape,1aa4528f-d194-46ff-b279-20e501a112bf,0,WAIRA,1.4216908986800427e+19,,Low,web,0,,,,,,,,,,,+34742 80 71 03,,,Lima (Departamento),Lima (Departamento),7e22b4bf-87b2-484e-a3a2-12f53cf5c3b4,,,
WAIRA-10461,andresabril@gmail.com,paid,2024-08-06 21:56:23.000000 UTC,fulfilled,2024-08-08 20:56:23.000000 UTC,true,PEN,543.18,10,0,553.18,,0.0,Estándar,2024-08-06 20:56:23.000000 UTC,1,Short Sofía Mujer - Blanco - M,168.41,215.71,SHOR-SOF-BLA-M,true,true,fulfilled,Florentina Menendez,Cañada de Daniela Sarabia 558 Apt. 57 ,Cañada de Daniela Sarabia 558 Apt. 57 ,,,Surquillo,51914,PE-LIM,PE,+34734 72 98 94,Florentina Menendez,Cañada de Daniela Sarabia 558 Apt. 57 ,Cañada de Daniela Sarabia 558 Apt. 57 ,,,Surquillo,51914,PE-LIM,PE,+34734 72 98 94,,,,Mercado Pago,340de5fd-1c15-4638-b5ce-45dae74260f7,0,WAIRA,2.2440331323234263e+18,,Low,web,0,,,,,,,,,,,+34734 72 98 94,,,Lima (Departamento),Lima (Departamento),140a13fa-6a89-4ada-8f15-38cf237eb429,,,
WAIRA-10461,andresabril@gmail.com,paid,2024-08-06 21:56:23.000000 UTC,fulfilled,2024-08-08 20:56:23.000000 UTC,true,PEN,543.18,10,0,553.18,,0.0,Estándar,2024-08-06 20:56:23.000000 UTC,1,Saco Pedro Hombre - Negro - XL,120.89,,SACO-PED-NEG-XL,true,true,fulfilled,Florentina Menendez,Cañada de Daniela Sarabia 558 Apt. 57 ,Cañada de Daniela Sarabia 558 Apt. 57 ,,,Surquillo,51914,PE-LIM,PE,+34734 72 98 94,Florentina Menendez,Cañada de Daniela Sarabia 558 Apt. 57 ,Cañada de Daniela Sarabia 558 Apt. 57 ,,,Surquillo,51914,PE-LIM,PE,+34734 72 98 94,,,,Mercado Pago,90457f81-470f-4248-a1b4-dfbcfcd62597,0,WAIRA,5.8170106942895094e+18,,Low,web,0,,,,,,,,,,,+34734 72 98 94,,,Lima (Departamento),Lima (Departamento),a0c0f49f-0d88-470f-888b-c2dcd33cdcb4,,,
WAIRA-10461,andresabril@gmail.com,paid,2024-08-06 21:56:23.000000 UTC,fulfilled,2024-08-08 20:56:23.000000 UTC,true,PEN,543.18,10,0,553.18,,0.0,Estándar,2024-08-06 20:56:23.000000 UTC,2,Camisa Samanta - Azul - L,126.94,,CAMI-SAM-AZU-L,true,true,fulfilled,Florentina Menendez,Cañada de Daniela Sarabia 558 Apt. 57 ,Cañada de Daniela Sarabia 558 Apt. 57 ,,,Surquillo,51914,PE-LIM,PE,+34734 72 98 94,Florentina Menendez,Cañada de Daniela Sarabia 558 Apt. 57 ,Cañada de Daniela Sarabia 558 Apt. 57 ,,,Surquillo,51914,PE-LIM,PE,+34734 72 98 94,,,,Mercado Pago,da49f3e7-bbe0-4922-bf20-b15806e17ec2,0,WAIRA,1.298353968689134e+19,,Low,web,0,,,,,,,,,,,+34734 72 98 94,,,Lima (Departamento),Lima (Departamento),8e8eafb6-0260-4025-953a-93eba8b269eb,,,
WAIRA-10462,manjonluisina@hotmail.com,paid,2023-07-30 17:13:25.000000 UTC,unfulfilled,,true,PEN,189.49,10,0,199.49,,0.0,Estándar,2023-07-30 16:13:25.000000 UTC,1,Short Miguel Hombre - Celeste - XS,189.49,230.37,SHOR-MIG-CEL-XS,true,true,pending,Juan Carlos Tirado Iglesia,Pasaje Abilio Santana 16,Pasaje Abilio Santana 16,,,Pueblo Libre,20045,PE-LIM,PE,+34 717663475,Juan Carlos Tirado Iglesia,Pasaje Abilio Santana 16,Pasaje Abilio Santana 16,,,Pueblo Libre,20045,PE-LIM,PE,+34 717663475,,,,Mercado Pago,573e192d-b151-4636-b023-762f9ad200bd,0,WAIRA,1.6807352577679378e+19,,Low,web,0,,,,,,,,,,,+34 717663475,,,Lima (Departamento),Lima (Departamento),3b0b437b-299e-4865-afa7-337eb24e5d61,,,
WAIRA-10463,candela02@bartolome-llorens.com,paid,2023-08-08 13:01:46.000000 UTC,fulfilled,2023-08-10 12:01:46.000000 UTC,true,PEN,313.83,10,0,323.83,,0.0,Estándar,2023-08-08 12:01:46.000000 UTC,1,Chompa José Mari - Celeste - XL,160.46,184.49,CHOM-JOS-CEL-XL,true,true,fulfilled,Guadalupe Angulo Recio,Callejón de Charo Malo 68,Callejón de Charo Malo 68,,,Pueblo Libre,38121,PE-LIM,PE,+34 736 37 16 26,Guadalupe Angulo Recio,Callejón de Charo Malo 68,Callejón de Charo Malo 68,,,Pueblo Libre,38121,PE-LIM,PE,+34 736 37 16 26,,,,Yape,46b3e7ff-faca-48c9-9a82-6dc1f1cd0482,0,WAIRA,8.00939583833678e+18,,Low,web,0,,,,,,,,,,,+34 736 37 16 26,,,Lima (Departamento),Lima (Departamento),a135d587-9bc8-4843-8298-a2e80140e292,,,
WAIRA-10463,candela02@bartolome-llorens.com,paid,2023-08-08 13:01:46.000000 UTC,fulfilled,2023-08-10 12:01:46.000000 UTC,true,PEN,313.83,10,0,323.83,,0.0,Estándar,2023-08-08 12:01:46.000000 UTC,1,Saco Lucía Mujer - Marrón - XL,153.37,179.49,SACO-LUC-MAR-XL,true,true,fulfilled,Guadalupe Angulo Recio,Callejón de Charo Malo 68,Callejón de Charo Malo 68,,,Pueblo Libre,38121,PE-LIM,PE,+34 736 37 16 26,Guadalupe Angulo Recio,Callejón de Charo Malo 68,Callejón de Charo Malo 68,,,Pueblo Libre,38121,PE-LIM,PE,+34 736 37 16 26,,,,Yape,0ce09997-bf32-4a83-95a5-d4e2a139e8ec,0,WAIRA,9.7078897294729728e+18,,Low,web,0,,,,,,,,,,,+34 736 37 16 26,,,Lima (Departamento),Lima (Departamento),e7b5ff81-d644-42bb-b324-fd27cc71c83d,,,
WAIRA-10464,carmelocabrera@gmail.com,pending,,unfulfilled,,true,PEN,180.86,10,0,190.86,,0.0,Estándar,2024-05-17 08:09:11.000000 UTC,2,Polo Andrea Mujer - Rojo - XL,90.43,,POLO-AND-ROJ-XL,true,true,pending,Ámbar Villena Viñas,Cañada de Ágata Chico 548,Cañada de Ágata Chico 548,,,Magdalena,35646,PE-LIM,PE,+34702 90 33 06,Ámbar Villena Viñas,Cañada de Ágata Chico 548,Cañada de Ágata Chico 548,,,Magdalena,35646,PE-LIM,PE,+34702 90 33 06,,,,Mercado Pago,,0,WAIRA,6.8833416528125133e+18,,Low,web,0,,,,,,,,,,,+34702 90 33 06,,,Lima (Departamento),Lima (Departamento),,,,
WAIRA-10465,becheverria@hotmail.com,paid,2023-05-04 22:08:09.000000 UTC,fulfilled,2023-05-06 21:08:09.000000 UTC,true,PEN,94.46,10,0,104.46,,0.0,Estándar,2023-05-04 21:08:09.000000 UTC,1,Vestido Gilberto - Beige - XL,94.46,,VEST-GIL-BEI-XL,true,true,fulfilled,Evita Yáñez Menendez,Avenida de Roldán Roda 25,Avenida de Roldán Roda 25,,,Magdalena,55642,PE-LIM,PE,+34 722381476,Evita Yáñez Menendez,Avenida de Roldán Roda 25,Avenida de Roldán Roda 25,,,Magdalena,55642,PE-LIM,PE,+34 722381476,,,,Mercado Pago,08645c74-a0bd-4705-906d-c91eb03db8d7,0,WAIRA,8.7772747723653284e+18,,Low,web,0,,,,,,,,,,,+34 722381476,,,Lima (Departamento),Lima (Departamento),0d8310c6-fabb-4e02-ad65-dbf1df5c8b8b,,,
WAIRA-10466,salmerontomas@yahoo.com,paid,2023-11-02 16:25:12.000000 UTC,fulfilled,2023-11-04 15:25:12.000000 UTC,true,PEN,131.69,10,0,141.69,,0.0,Estándar,2023-11-02 15:25:12.000000 UTC,1,Polera Custodia - Verde - XL,131.69,,POLE-CUS-VER-XL,true,true,fulfilled,Anunciación Villaverde-Reig,Urbanización María Feijoo 48,Urbanización María Feijoo 48,,,Pueblo Libre,71835,PE-LIM,PE,+34802 081 653,Anunciación Villaverde-Reig,Urbanización María Feijoo 48,Urbanización María Feijoo 48,,,Pueblo Libre,71835,PE-LIM,PE,+34802 081 653,,,,Mercado Pago,1888f1df-a8f6-414d-b087-9bf4c0080927,0,WAIRA,1.7902091087983759e+19,,Low,web,0,,,,,,,,,,,+34802 081 653,,,Lima (Departamento),Lima (Departamento),41d7e55d-39eb-43ce-8749-a2008c594696,,,
WAIRA-10467,carlosazahara@yahoo.com,paid,2023-01-26 03:47:15.000000 UTC,fulfilled,2023-01-28 02:47:15.000000 UTC,true,PEN,331.51,10,0,341.51,,0.0,Estándar,2023-01-26 02:47:15.000000 UTC,1,Casaca León - Negro - L,174.03,232.7,CASA-LEÓ-NEG-L,true,true,fulfilled,Macarena Boix Moreno,Pasaje de Reinaldo Roldan 682 Piso 4 ,Pasaje de Reinaldo Roldan 682 Piso 4 ,,,Lince,62987,PE-LIM,PE,+34745 441 071,Macarena Boix Moreno,Pasaje de Reinaldo Roldan 682 Piso 4 ,Pasaje de Reinaldo Roldan 682 Piso 4 ,,,Lince,62987,PE-LIM,PE,+34745 441 071,,,,Mercado Pago,e7436f20-78e1-43b8-a556-133316e016d5,0,WAIRA,9.52955485978095e+18,,Low,web,0,,,,,,,,,,,+34745 441 071,,,Lima (Departamento),Lima (Departamento),f01a520a-5338-48af-ba46-70c6acfbb53d,,,
WAIRA-10467,carlosazahara@yahoo.com,paid,2023-01-26 03:47:15.000000 UTC,fulfilled,2023-01-28 02:47:15.000000 UTC,true,PEN,331.51,10,0,341.51,,0.0,Estándar,2023-01-26 02:47:15.000000 UTC,1,Saco Luis Hombre - Beige - XS,157.48,,SACO-LUI-BEI-XS,true,true,fulfilled,Macarena Boix Moreno,Pasaje de Reinaldo Roldan 682 Piso 4 ,Pasaje de Reinaldo Roldan 682 Piso 4 ,,,Lince,62987,PE-LIM,PE,+34745 441 071,Macarena Boix Moreno,Pasaje de Reinaldo Roldan 682 Piso 4 ,Pasaje de Reinaldo Roldan 682 Piso 4 ,,,Lince,62987,PE-LIM,PE,+34745 441 071,,,,Mercado Pago,5a54c44a-3a6b-45db-908e-f46f00f685af,0,WAIRA,1.3858643476277121e+19,,Low,web,0,,,,,,,,,,,+34745 441 071,,,Lima (Departamento),Lima (Departamento),3607b5b8-be81-46f7-a8c7-303a7fb3f3e0,,,
WAIRA-10468,valentina91@hotmail.com,paid,2023-03-08 22:21:38.000000 UTC,fulfilled,2023-03-10 21:21:38.000000 UTC,false,PEN,116.21,10,0,126.21,,0.0,Estándar,2023-03-08 21:21:38.000000 UTC,1,Casaca Juan Hombre - Azul - M,116.21,138.14,CASA-JUA-AZU-M,true,true,fulfilled,Rogelio Fuente Torrens,Glorieta Inocencio Bas 711,Glorieta Inocencio Bas 711,,,Magdalena,77533,PE-LIM,PE,+34 850852724,Rogelio Fuente Torrens,Glorieta Inocencio Bas 711,Glorieta Inocencio Bas 711,,,Magdalena,77533,PE-LIM,PE,+34 850852724,,,,Mercado Pago,458590d0-4c6a-4cf1-b652-cbb69bb6b3b6,0,WAIRA,4.5410575945203876e+18,,Low,web,0,,,,,,,,,,,+34 850852724,,,Lima (Departamento),Lima (Departamento),bcda8ba3-9a3c-4dfd-ba5a-50d02780c680,,,
WAIRA-10469,vbello@tello.com,paid,2023-09-05 17:20:07.000000 UTC,fulfilled,2023-09-07 16:20:07.000000 UTC,true,PEN,172.87,10,0,182.87,,0.0,Estándar,2023-09-05 16:20:07.000000 UTC,1,Polo Andrea Mujer - Verde - M,172.87,193.42,POLO-AND-VER-M,true,true,fulfilled,Trini del Cid,Vial Manu Goñi 7,Vial Manu Goñi 7,,,Surquillo,79914,PE-LIM,PE,+34 728 53 82 25,Trini del Cid,Vial Manu Goñi 7,Vial Manu Goñi 7,,,Surquillo,79914,PE-LIM,PE,+34 728 53 82 25,,,,Mercado Pago,ac2cc2fc-10a8-4419-9495-371e60d54881,0,WAIRA,1.1493042538763932e+19,,Low,web,0,,,,,,,,,,,+34 728 53 82 25,,,Lima (Departamento),Lima (Departamento),cf07da64-a693-495a-b900-48e3b85bd89c,,,
WAIRA-10470,romansergio@gordillo.com,paid,2023-02-16 17:46:21.000000 UTC,fulfilled,2023-02-18 16:46:21.000000 UTC,true,PEN,346.66,10,0,356.66,,0.0,Estándar,2023-02-16 16:46:21.000000 UTC,2,Chompa Carla Mujer - Rosado - S,173.33,227.9,CHOM-CAR-ROS-S,true,true,fulfilled,Pío Gilabert-Barroso,Cuesta Patricio Canals 62,Cuesta Patricio Canals 62,,,San Isidro,22727,PE-LIM,PE,+34745 991 882,Pío Gilabert-Barroso,Cuesta Patricio Canals 62,Cuesta Patricio Canals 62,,,San Isidro,22727,PE-LIM,PE,+34745 991 882,,,,Visa,644b1095-7478-433a-80dc-9ed8401bb607,0,WAIRA,1.31073545653761e+19,,Low,web,0,,,,,,,,,,,+34745 991 882,,,Lima (Departamento),Lima (Departamento),b2585495-b621-4a93-a1cd-6a9f7221dc10,,,
WAIRA-10471,ofelia12@yahoo.com,paid,2023-08-29 22:41:50.000000 UTC,fulfilled,2023-08-31 21:41:50.000000 UTC,true,PEN,504.26,10,0,514.26,,0.0,Estándar,2023-08-29 21:41:50.000000 UTC,1,Vestido Mateo Hombre - Verde - M,153.98,201.08,VEST-MAT-VER-M,true,true,fulfilled,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,,,,Mercado Pago,5348de29-1d75-4c60-b226-d4d99a1f5ec4,0,WAIRA,1.3016854454626092e+18,,Low,web,0,,,,,,,,,,,+34702 02 90 72,,,Lima (Departamento),Lima (Departamento),1c772eb4-d9f8-4bb6-bf28-f1eb7cfc38d2,,,
WAIRA-10471,ofelia12@yahoo.com,paid,2023-08-29 22:41:50.000000 UTC,fulfilled,2023-08-31 21:41:50.000000 UTC,true,PEN,504.26,10,0,514.26,,0.0,Estándar,2023-08-29 21:41:50.000000 UTC,1,Pantalón Valeria Mujer - Beige - XS,90.05,,PANT-VAL-BEI-XS,true,true,fulfilled,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,,,,Mercado Pago,3460ac53-8dc1-46a8-913c-a77829125d42,0,WAIRA,1.7256953498023576e+19,,Low,web,0,,,,,,,,,,,+34702 02 90 72,,,Lima (Departamento),Lima (Departamento),f3802a66-a621-4d75-b9a9-98f2501a8cba,,,
WAIRA-10471,ofelia12@yahoo.com,paid,2023-08-29 22:41:50.000000 UTC,fulfilled,2023-08-31 21:41:50.000000 UTC,true,PEN,504.26,10,0,514.26,,0.0,Estándar,2023-08-29 21:41:50.000000 UTC,1,Blusa Diego Hombre - Verde - M,153.25,,BLUS-DIE-VER-M,true,true,fulfilled,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,,,,Mercado Pago,2878d993-e270-43d0-ac33-9fb1b0a477dc,0,WAIRA,6.2901314605750876e+18,,Low,web,0,,,,,,,,,,,+34702 02 90 72,,,Lima (Departamento),Lima (Departamento),125039a8-4a32-48b0-9f3b-e74507f6b869,,,
WAIRA-10471,ofelia12@yahoo.com,paid,2023-08-29 22:41:50.000000 UTC,fulfilled,2023-08-31 21:41:50.000000 UTC,true,PEN,504.26,10,0,514.26,,0.0,Estándar,2023-08-29 21:41:50.000000 UTC,1,Polera Mateo Hombre - Azul Marino - M,106.98,,POLE-MAT-AZU-M,true,true,fulfilled,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,Natalia Capdevila-Malo,C. Irene Marcos 63 Apt. 60 ,C. Irene Marcos 63 Apt. 60 ,,,Magdalena,61990,PE-LIM,PE,+34702 02 90 72,,,,Mercado Pago,e67d8a05-760c-4a35-bbc0-3f80f2c90f88,0,WAIRA,1.1136366315639624e+19,,Low,web,0,,,,,,,,,,,+34702 02 90 72,,,Lima (Departamento),Lima (Departamento),1ee26308-82ff-41e9-9634-95d1a921a341,,,
WAIRA-10472,taniaguillen@portero.net,pending,,unfulfilled,,true,PEN,126.03,10,0,136.03,,0.0,Estándar,2023-08-12 04:02:13.000000 UTC,1,Saco Luis Hombre - Verde - XL,126.03,182.09,SACO-LUI-VER-XL,true,true,pending,Alejandro Acevedo,Vial de Sarita Rosa 1,Vial de Sarita Rosa 1,,,Santiago de Surco,82842,PE-LIM,PE,+34702 41 79 97,Alejandro Acevedo,Vial de Sarita Rosa 1,Vial de Sarita Rosa 1,,,Santiago de Surco,82842,PE-LIM,PE,+34702 41 79 97,,,,Mercado Pago,,0,WAIRA,1.7813564704117576e+19,,Low,web,0,,,,,,,,,,,+34702 41 79 97,,,Lima (Departamento),Lima (Departamento),,,,
WAIRA-10473,pazcona@hotmail.com,paid,2023-01-16 03:56:06.000000 UTC,fulfilled,2023-01-18 02:56:06.000000 UTC,true,PEN,309.21,10,0,319.21,,0.0,Estándar,2023-01-16 02:56:06.000000 UTC,1,Casaca Fernanda Mujer - Negro - XL,137.76,,CASA-FER-NEG-XL,true,true,fulfilled,Jenaro Heras Reguera,Ronda Marina Olmo 12 Puerta 7 ,Ronda Marina Olmo 12 Puerta 7 ,,,Miraflores,29797,PE-LIM,PE,+34749 91 31 77,Jenaro Heras Reguera,Ronda Marina Olmo 12 Puerta 7 ,Ronda Marina Olmo 12 Puerta 7 ,,,Miraflores,29797,PE-LIM,PE,+34749 91 31 77,,,,Transferencia,bdaa0c85-f9d4-4fa5-8e9f-4b59f6f6c991,0,WAIRA,1.2531463846771446e+19,,Low,web,0,,,,,,,,,,,+34749 91 31 77,,,Lima (Departamento),Lima (Departamento),dc01c95f-7d1b-47c1-b100-4efcafddbbef,,,
WAIRA-10473,pazcona@hotmail.com,paid,2023-01-16 03:56:06.000000 UTC,fulfilled,2023-01-18 02:56:06.000000 UTC,true,PEN,309.21,10,0,319.21,,0.0,Estándar,2023-01-16 02:56:06.000000 UTC,1,Polo Hortensia - Marrón - M,171.45,,POLO-HOR-MAR-M,true,true,fulfilled,Jenaro Heras Reguera,Ronda Marina Olmo 12 Puerta 7 ,Ronda Marina Olmo 12 Puerta 7 ,,,Miraflores,29797,PE-LIM,PE,+34749 91 31 77,Jenaro Heras Reguera,Ronda Marina Olmo 12 Puerta 7 ,Ronda Marina Olmo 12 Puerta 7 ,,,Miraflores,29797,PE-LIM,PE,+34749 91 31 77,,,,Transferencia,02de9205-5391-4235-863b-f2787702916f,0,WAIRA,9.6421138438041948e+18,,Low,web,0,,,,,,,,,,,+34749 91 31 77,,,Lima (Departamento),Lima (Departamento),402b2c3b-80d6-445c-8667-52b90f81b8ad,,,
WAIRA-10474,marcelo11@benet.com,paid,2023-08-24 08:32:17.000000 UTC,fulfilled,2023-08-26 07:32:17.000000 UTC,true,PEN,598.97,10,0,608.97,,0.0,Estándar,2023-08-24 07:32:17.000000 UTC,1,Polo Andrés Hombre - Negro - XS,167.21,220.55,POLO-AND-NEG-XS,true,true,fulfilled,Ramiro Merino Porcel,Pasadizo Ramiro Folch 670 Piso 4 ,Pasadizo Ramiro Folch 670 Piso 4 ,,,Magdalena,41851,PE-LIM,PE,+34746 277 408,Ramiro Merino Porcel,Pasadizo Ramiro Folch 670 Piso 4 ,Pasadizo Ramiro Folch 670 Piso 4 ,,,Magdalena,41851,PE-LIM,PE,+34746 277 408,,,,Transferencia,8c34f573-556f-4c7e-a4e7-504c4e41f5f1,0,WAIRA,1.3009769675211293e+19,,Low,web,0,,,,,,,,,,,+34746 277 408,,,Lima (Departamento),Lima (Departamento),a181804e-4aeb-4037-a3a2-7b7506c87593,,,
WAIRA-10474,marcelo11@benet.com,paid,2023-08-24 08:32:17.000000 UTC,fulfilled,2023-08-26 07:32:17.000000 UTC,true,PEN,598.97,10,0,608.97,,0.0,Estándar,2023-08-24 07:32:17.000000 UTC,2,Blusa Daniela Mujer - Beige - M,161.01,172.93,BLUS-DAN-BEI-M,true,true,fulfilled,Ramiro Merino Porcel,Pasadizo Ramiro Folch 670 Piso 4 ,Pasadizo Ramiro Folch 670 Piso 4 ,,,Magdalena,41851,PE-LIM,PE,+34746 277 408,Ramiro Merino Porcel,Pasadizo Ramiro Folch 670 Piso 4 ,Pasadizo Ramiro Folch 670 Piso 4 ,,,Magdalena,41851,PE-LIM,PE,+34746 277 408,,,,Transferencia,43230d26-815e-451a-a0da-261fd877c605,0,WAIRA,1.0945663420911667e+19,,Low,web,0,,,,,,,,,,,+34746 277 408,,,Lima (Departamento),Lima (Departamento),a82b8fd4-9e92-4772-83c7-4b6199506962,,,
WAIRA-10474,marcelo11@benet.com,paid,2023-08-24 08:32:17.000000 UTC,fulfilled,2023-08-26 07:32:17.000000 UTC,true,PEN,598.97,10,0,608.97,,0.0,Estándar,2023-08-24 07:32:17.000000 UTC,1,Short Daniela Mujer - Azul Marino - XS,109.74,,SHOR-DAN-AZU-XS,true,true,fulfilled,Ramiro Merino Porcel,Pasadizo Ramiro Folch 670 Piso 4 ,Pasadizo Ramiro Folch 670 Piso 4 ,,,Magdalena,41851,PE-LIM,PE,+34746 277 408,Ramiro Merino Porcel,Pasadizo Ramiro Folch 670 Piso 4 ,Pasadizo Ramiro Folch 670 Piso 4 ,,,Magdalena,41851,PE-LIM,PE,+34746 277 408,,,,Transferencia,07265fb8-cf39-438a-9028-49f1e5b97a7c,0,WAIRA,1.050600570887604e+19,,Low,web,0,,,,,,,,,,,+34746 277 408,,,Lima (Departamento),Lima (Departamento),d1a74672-f82c-47f4-b7f1-29191bb6b2ea,,,
WAIRA-10475,jacintapalomino@gmail.com,paid,2023-01-31 13:54:44.000000 UTC,fulfilled,2023-02-02 12:54:44.000000 UTC,true,PEN,278.14,10,0,288.14,,0.0,Estándar,2023-01-31 12:54:44.000000 UTC,1,Falda Adora - Blanco - XL,98.12,139.31,FALD-ADO-BLA-XL,true,true,fulfilled,Anastasia Ricart Botella,Vial Néstor Ribas 12,Vial Néstor Ribas 12,,,Magdalena,69058,PE-LIM,PE,+34681607132,Anastasia Ricart Botella,Vial Néstor Ribas 12,Vial Néstor Ribas 12,,,Magdalena,69058,PE-LIM,PE,+34681607132,,,,Mercado Pago,37af4403-330b-4a79-996b-10350aea7546,0,WAIRA,1.5718868494610153e+19,,Low,web,0,,,,,,,,,,,+34681607132,,,Lima (Departamento),Lima (Departamento),21046c4f-e509-4b56-9074-aeb2f9672fba,,,
WAIRA-10475,jacintapalomino@gmail.com,paid,2023-01-31 13:54:44.000000 UTC,fulfilled,2023-02-02 12:54:44.000000 UTC,true,PEN,278.14,10,0,288.14,,0.0,Estándar,2023-01-31 12:54:44.000000 UTC,1,Chompa Carlos Hombre - Marrón - XS,180.02,,CHOM-CAR-MAR-XS,true,true,fulfilled,Anastasia Ricart Botella,Vial Néstor Ribas 12,Vial Néstor Ribas 12,,,Magdalena,69058,PE-LIM,PE,+34681607132,Anastasia Ricart Botella,Vial Néstor Ribas 12,Vial Néstor Ribas 12,,,Magdalena,69058,PE-LIM,PE,+34681607132,,,,Mercado Pago,bc89b069-2dac-41a6-a338-81888f0355e9,0,WAIRA,6.5303401072458629e+18,,Low,web,0,,,,,,,,,,,+34681607132,,,Lima (Departamento),Lima (Departamento),d4a84bd9-48ff-4e94-95a5-0da62a053bb8,,,
WAIRA-10476,elvirabonet@yahoo.com,paid,2024-12-28 06:46:45.000000 UTC,fulfilled,2024-12-30 05:46:45.000000 UTC,true,PEN,668.02,10,0,678.02,,0.0,Estándar,2024-12-28 05:46:45.000000 UTC,1,Chompa Asunción - Blanco - XS,92.5,110.84,CHOM-ASU-BLA-XS,true,true,fulfilled,Natalio Esparza Sola,Avenida de Hortensia Borrell 27 Apt. 73 ,Avenida de Hortensia Borrell 27 Apt. 73 ,,,San Isidro,29011,PE-LIM,PE,+34749973225,Natalio Esparza Sola,Avenida de Hortensia Borrell 27 Apt. 73 ,Avenida de Hortensia Borrell 27 Apt. 73 ,,,San Isidro,29011,PE-LIM,PE,+34749973225,,,,Mercado Pago,5486121f-55cb-4b29-a6a4-d6d86585d4c6,0,WAIRA,2.6826135115198807e+18,,Low,web,0,,,,,,,,,,,+34749973225,,,Lima (Departamento),Lima (Departamento),dadd728a-b16c-4082-b8be-cb5f372fb873,,,
WAIRA-10476,elvirabonet@yahoo.com,paid,2024-12-28 06:46:45.000000 UTC,fulfilled,2024-12-30 05:46:45.000000 UTC,true,PEN,668.02,10,0,678.02,,0.0,Estándar,2024-12-28 05:46:45.000000 UTC,1,Camisa Miguel Hombre - Gris - M,138.68,,CAMI-MIG-GRI-M,true,true,fulfilled,Natalio Esparza Sola,Avenida de Hortensia Borrell 27 Apt. 73 ,Avenida de Hortensia Borrell 27 Apt. 73 ,,,San Isidro,29011,PE-LIM,PE,+34749973225,Natalio Esparza Sola,Avenida de Hortensia Borrell 27 Apt. 73 ,Avenida de Hortensia Borrell 27 Apt. 73 ,,,San Isidro,29011,PE-LIM,PE,+34749973225,,,,Mercado Pago,7a22e096-ad6e-46ec-8618-64bb18aeff0e,0,WAIRA,1.8336154315092742e+19,,Low,web,0,,,,,,,,,,,+34749973225,,,Lima (Departamento),Lima (Departamento),b97fb88a-47a1-4961-bac6-16cbf4518623,,,
